Ponto / Grupo,Data,Hora,Ativa C (kWh),Qualidade,Origem
RJAQTEENTR101 (L),18/10/2025,20,"19,694",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,21,"15,312",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,22,"14,805",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,23,"14,924",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,24,"15,498",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,1,"14,534",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,2,"14,346",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,3,"14,626",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,4,"14,165",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,5,"15,100",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,6,"13,584",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,7,"16,780",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,8,"18,655",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,9,"20,030",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,10,"20,131",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,11,"12,827",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,12,"17,804",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,13,"14,621",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,14,"12,940",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,15,"13,986",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,16,"13,000",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,17,"14,700",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,18,"15,276",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,19,"15,206",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,20,"17,353",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,21,"20,711",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,22,"19,969",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,23,"16,882",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),19/10/2025,24,"13,472",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,1,"14,020",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,2,"12,960",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,3,"12,656",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,4,"12,864",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,5,"13,427",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,6,"12,540",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,7,"13,910",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,8,"22,335",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,9,"103,490",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,10,"595,784",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,11,"965,429",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,12,"1.112,474",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,13,"420,139",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,14,"1.058,350",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,15,"1.087,083",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,16,"1.124,042",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,17,"1.116,081",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,18,"502,861",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,19,"33,669",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,20,"31,635",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,21,"32,074",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,22,"28,403",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,23,"26,992",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),20/10/2025,24,"24,299",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,1,"20,085",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,2,"17,032",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,3,"13,378",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,4,"13,216",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,5,"13,964",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,6,"36,102",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,7,"259,571",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,8,"973,832",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,9,"1.083,102",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,10,"1.095,336",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,11,"1.115,512",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,12,"1.126,543",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,13,"389,702",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,14,"1.074,099",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,15,"1.093,060",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,16,"1.131,204",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,17,"1.128,918",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,18,"483,308",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,19,"33,795",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,20,"32,869",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,21,"29,761",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,22,"27,462",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,23,"28,574",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),21/10/2025,24,"26,916",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,1,"26,394",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,2,"30,156",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,3,"29,090",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,4,"18,980",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,5,"22,387",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,6,"516,493",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,7,"610,608",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,8,"1.044,278",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,9,"1.135,701",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,10,"1.131,237",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,11,"1.111,431",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,12,"1.118,292",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,13,"136,341",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,14,"1.049,781",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,15,"1.075,560",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,16,"1.038,616",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,17,"1.050,095",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,18,"672,792",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,19,"43,913",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,20,"45,227",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,21,"43,133",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,22,"34,247",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,23,"22,351",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),22/10/2025,24,"21,032",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,1,"20,690",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,2,"20,645",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,3,"20,457",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,4,"14,359",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,5,"14,120",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,6,"629,833",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,7,"817,464",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,8,"938,827",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,9,"996,591",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,10,"955,765",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,11,"878,035",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,12,"806,232",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,13,"718,250",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,14,"908,044",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,15,"1.028,595",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,16,"976,843",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,17,"1.091,840",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,18,"484,077",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,19,"39,141",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,20,"32,269",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,21,"31,378",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,22,"27,424",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,23,"21,809",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),23/10/2025,24,"21,659",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,1,"21,554",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,2,"21,793",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,3,"20,229",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,4,"18,009",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,5,"14,560",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,6,"461,845",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,7,"424,112",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,8,"1.041,231",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,9,"1.083,061",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,10,"1.127,199",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,11,"1.140,500",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,12,"1.144,357",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,13,"1.035,046",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,14,"1.110,844",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,15,"1.083,418",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,16,"603,964",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,17,"27,149",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,18,"28,004",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,19,"30,302",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,20,"27,698",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,21,"23,406",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,22,"23,409",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,23,"22,962",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),24/10/2025,24,"21,530",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,1,"20,452",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,2,"20,626",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,3,"13,961",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,4,"14,087",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,5,"16,049",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,6,"16,468",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,7,"17,486",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,8,"21,427",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,9,"20,457",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,10,"16,862",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,11,"16,832",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,12,"19,581",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,13,"72,900",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,14,"25,503",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,15,"13,353",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,16,"15,680",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,17,"15,888",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,18,"16,110",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,19,"19,088",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,20,"22,692",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,21,"20,745",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,22,"17,065",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,23,"14,499",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),25/10/2025,24,"16,017",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,1,"14,404",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,2,"13,978",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,3,"14,846",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,4,"14,021",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,5,"14,679",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,6,"13,602",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,7,"13,558",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,8,"14,565",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,9,"18,458",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,10,"19,058",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,11,"21,882",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,12,"17,643",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,13,"15,073",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,14,"14,179",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,15,"13,438",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,16,"13,115",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,17,"14,637",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,18,"14,209",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,19,"19,298",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,20,"17,804",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,21,"21,084",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,22,"20,534",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,23,"19,365",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),26/10/2025,24,"14,715",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,1,"14,414",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,2,"14,444",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,3,"14,547",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,4,"14,458",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,5,"14,706",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,6,"439,679",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,7,"547,519",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,8,"988,956",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,9,"1.075,598",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,10,"1.047,909",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,11,"1.121,191",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,12,"1.132,066",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,13,"529,710",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,14,"1.050,154",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,15,"911,834",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,16,"1.036,835",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,17,"935,006",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,18,"504,351",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,19,"35,314",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,20,"32,254",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,21,"32,367",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,22,"25,080",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,23,"25,744",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),27/10/2025,24,"25,195",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,1,"19,802",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,2,"15,191",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,3,"14,653",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,4,"14,659",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,5,"15,200",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,6,"421,559",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,7,"646,814",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,8,"1.044,515",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,9,"1.122,218",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,10,"1.100,464",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,11,"1.072,928",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,12,"1.139,153",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,13,"612,716",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,14,"1.074,968",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,15,"1.032,600",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,16,"1.026,529",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,17,"1.072,601",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,18,"453,491",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,19,"30,851",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,20,"26,644",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,21,"24,811",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,22,"23,042",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,23,"22,127",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),28/10/2025,24,"20,837",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,1,"20,857",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,2,"23,974",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,3,"24,340",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,4,"21,515",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,5,"13,960",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,6,"395,653",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,7,"601,460",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,8,"897,699",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,9,"922,192",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,10,"623,513",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,11,"500,215",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,12,"539,420",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,13,"395,582",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,14,"803,955",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,15,"585,637",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,16,"579,677",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,17,"572,923",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,18,"69,147",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,19,"41,364",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,20,"34,598",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,21,"27,428",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,22,"26,443",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,23,"21,325",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),29/10/2025,24,"16,997",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,1,"15,425",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,2,"16,577",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,3,"18,589",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,4,"17,646",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,5,"14,668",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,6,"23,231",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,7,"100,887",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,8,"941,969",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,9,"1.014,822",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,10,"1.024,232",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,11,"1.134,146",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,12,"1.144,840",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,13,"662,761",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,14,"1.086,003",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,15,"1.045,105",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,16,"1.071,759",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,17,"1.114,738",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,18,"560,107",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,19,"37,706",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,20,"25,285",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,21,"22,963",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,22,"24,017",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,23,"21,574",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),30/10/2025,24,"21,594",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,1,"20,998",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,2,"20,293",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,3,"23,430",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,4,"22,345",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,5,"15,669",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,6,"30,712",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,7,"296,179",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,8,"916,854",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,9,"977,704",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,10,"950,152",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,11,"983,465",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,12,"954,426",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,13,"802,994",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,14,"822,582",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,15,"857,272",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,16,"495,438",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,17,"28,922",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,18,"28,611",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,19,"25,727",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,20,"23,398",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),31/10/2025,21,"24,244",Completo,COLETA DIÁRIA
