Ponto / Grupo,Data,Hora,Ativa C (kWh),Qualidade,Origem
RJAQTEENTR101 (L),05/10/2025,17,"14,541",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),05/10/2025,18,"13,466",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),05/10/2025,19,"17,201",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),05/10/2025,20,"17,315",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),05/10/2025,21,"21,914",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),05/10/2025,22,"19,494",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),05/10/2025,23,"13,361",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),05/10/2025,24,"13,016",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,1,"12,732",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,2,"13,243",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,3,"14,148",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,4,"13,167",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,5,"13,070",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,6,"483,720",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,7,"567,006",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,8,"1.003,018",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,9,"1.061,341",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,10,"1.077,332",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,11,"1.103,827",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,12,"1.145,303",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,13,"929,960",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,14,"1.121,231",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,15,"1.117,805",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,16,"1.118,334",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,17,"973,920",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,18,"61,519",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,19,"37,887",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,20,"32,969",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,21,"33,724",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,22,"32,445",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,23,"25,445",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),06/10/2025,24,"23,665",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,1,"23,588",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,2,"23,565",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,3,"22,694",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,4,"23,153",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,5,"25,967",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,6,"42,753",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,7,"252,510",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,8,"1.015,939",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,9,"1.106,302",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,10,"1.111,566",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,11,"1.109,458",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,12,"1.040,516",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,13,"803,672",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,14,"1.018,783",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,15,"1.067,262",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,16,"1.087,130",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,17,"1.085,794",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,18,"654,918",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,19,"44,708",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,20,"43,937",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,21,"40,371",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,22,"37,377",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,23,"29,452",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),07/10/2025,24,"24,169",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,1,"22,463",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,2,"21,270",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,3,"20,606",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,4,"20,140",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,5,"21,273",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,6,"59,749",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,7,"639,585",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,8,"1.052,436",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,9,"923,550",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,10,"951,718",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,11,"895,971",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,12,"995,689",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,13,"164,161",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,14,"1.011,094",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,15,"1.108,089",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,16,"1.055,792",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,17,"1.092,266",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,18,"501,488",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,19,"40,343",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,20,"26,252",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,21,"25,347",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,22,"25,806",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,23,"21,887",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),08/10/2025,24,"16,651",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,1,"14,865",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,2,"13,728",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,3,"13,561",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,4,"13,836",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,5,"13,448",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,6,"441,708",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,7,"580,853",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,8,"1.047,349",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,9,"1.103,750",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,10,"1.110,101",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,11,"1.124,120",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,12,"1.126,326",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,13,"944,339",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,14,"1.124,066",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,15,"1.116,127",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,16,"1.093,670",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,17,"995,858",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,18,"412,161",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,19,"30,011",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,20,"25,491",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,21,"26,418",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,22,"24,111",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,23,"24,807",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),09/10/2025,24,"28,992",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,1,"27,035",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,2,"21,913",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,3,"20,209",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,4,"17,618",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,5,"14,246",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,6,"402,984",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,7,"467,309",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,8,"529,592",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,9,"555,401",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,10,"560,306",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,11,"606,993",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,12,"583,419",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,13,"585,850",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,14,"633,708",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,15,"624,841",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,16,"542,596",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,17,"285,316",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,18,"37,027",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,19,"39,152",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,20,"37,620",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,21,"38,467",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,22,"35,697",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,23,"24,293",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),10/10/2025,24,"25,862",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,1,"24,693",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,2,"24,645",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,3,"20,091",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,4,"20,268",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,5,"18,594",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,6,"362,082",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,7,"431,484",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,8,"426,335",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,9,"448,665",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,10,"449,502",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,11,"487,662",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,12,"461,419",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,13,"325,025",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,14,"42,992",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,15,"19,219",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,16,"19,388",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,17,"16,892",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,18,"15,466",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,19,"20,077",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,20,"17,943",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,21,"15,600",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,22,"15,744",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,23,"13,932",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),11/10/2025,24,"13,746",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,1,"13,800",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,2,"14,698",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,3,"13,986",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,4,"15,417",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,5,"18,068",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,6,"18,003",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,7,"17,283",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,8,"15,086",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,9,"19,480",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,10,"17,242",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,11,"15,517",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,12,"18,046",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,13,"14,968",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,14,"15,184",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,15,"16,124",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,16,"14,231",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,17,"17,734",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,18,"21,054",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,19,"22,271",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,20,"18,083",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,21,"14,801",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,22,"15,655",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,23,"15,037",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),12/10/2025,24,"14,758",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,1,"14,243",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,2,"13,493",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,3,"13,588",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,4,"13,321",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,5,"13,515",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,6,"14,527",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,7,"92,320",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,8,"560,497",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,9,"901,507",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,10,"905,885",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,11,"1.108,105",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,12,"1.141,189",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,13,"625,112",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,14,"1.072,013",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,15,"1.015,334",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,16,"841,326",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,17,"832,353",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,18,"530,978",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,19,"41,777",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,20,"35,885",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,21,"33,924",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,22,"31,882",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,23,"31,952",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),13/10/2025,24,"35,318",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,1,"17,702",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,2,"20,549",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,3,"21,762",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,4,"18,150",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,5,"17,848",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,6,"388,807",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,7,"595,185",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,8,"726,958",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,9,"712,776",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,10,"644,132",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,11,"619,719",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,12,"616,468",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,13,"559,554",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,14,"929,117",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,15,"1.008,871",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,16,"1.021,654",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,17,"1.014,383",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,18,"781,261",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,19,"33,327",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,20,"29,916",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,21,"24,360",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,22,"22,343",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,23,"22,913",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),14/10/2025,24,"21,520",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,1,"21,838",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,2,"21,643",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,3,"21,166",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,4,"15,981",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,5,"19,276",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,6,"692,340",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,7,"880,469",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,8,"1.006,457",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,9,"1.084,234",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,10,"1.099,667",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,11,"1.129,790",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,12,"1.114,206",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,13,"588,252",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,14,"890,695",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,15,"929,663",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,16,"926,542",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,17,"908,229",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,18,"46,637",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,19,"37,368",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,20,"34,946",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,21,"39,222",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,22,"30,309",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,23,"28,000",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),15/10/2025,24,"28,016",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,1,"28,258",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,2,"27,870",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,3,"27,275",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,4,"19,142",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,5,"15,017",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,6,"13,932",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,7,"75,408",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,8,"835,077",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,9,"898,353",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,10,"942,204",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,11,"941,376",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,12,"973,800",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,13,"428,533",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,14,"943,734",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,15,"904,192",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,16,"940,688",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,17,"947,603",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,18,"326,150",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,19,"35,657",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,20,"34,997",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,21,"30,911",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,22,"28,630",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,23,"28,060",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),16/10/2025,24,"29,507",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,1,"30,111",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,2,"25,614",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,3,"22,424",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,4,"20,177",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,5,"18,903",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,6,"13,049",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,7,"12,986",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,8,"16,506",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,9,"18,022",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,10,"18,355",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,11,"19,269",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,12,"23,281",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,13,"31,656",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,14,"64,034",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,15,"26,117",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,16,"31,999",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,17,"18,891",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,18,"16,219",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,19,"23,270",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,20,"21,530",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,21,"19,144",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,22,"16,411",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,23,"17,305",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),17/10/2025,24,"17,101",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,1,"15,798",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,2,"14,872",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,3,"13,654",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,4,"13,596",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,5,"16,587",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,6,"19,241",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,7,"19,855",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,8,"15,787",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,9,"15,654",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,10,"15,369",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,11,"16,880",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,12,"19,314",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,13,"24,115",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,14,"22,039",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,15,"15,859",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,16,"13,983",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,17,"20,081",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,18,"23,265",Completo,COLETA DIÁRIA
RJAQTEENTR101 (L),18/10/2025,19,"23,645",Completo,COLETA DIÁRIA
